objectid,key,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1
241,,250525,2505,25,0,67,0,25,Troncal de Occidente,Palmira - Buga,2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-19T00:00:00.000Z,,,,,,25+0,67+0,2
196,,29CL030,29CL03,0,0,8,710,05,Troncal del Eje Cafetero,Chinchiná - La Manuela,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,8+710,2
218,,25VLB0,25VLB,0,0,14,0,25,,Variante de Palmira ,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,14+0,2
197,,290220,2902,20,500,28,600,05,Troncal del Eje Cafetero,Río Campo Alegre - Chinchiná,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,20+500,28+600,2
198,2,25RSA0,25RSA,0,0,4,455,21,Troncal de Occidente,Paso Nacional por La Virginia,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. 0-2+100,,0+0,4+455,1
199,2,25NR010,25NR01,0,0,5,870,17,,Ipiales - Las Lajas,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,5+870,1
200,1,45030,4503,0,0,1,600,19,Troncal del Magdalena,Paso Nacional por Mocoa,1,2,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 0 a 0+108,,0+0,1+600,1
219,1,250519,2505,19,0,25,0,25,Troncal de Occidente,Paso Nacional por Palmira,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,19+0,25+0,1
201,,45TLG0,45TLG,0,0,9,474,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Girardot (Intersección San Rafael - El Paso),2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_central,,,0+0,9+474,2
202,1,24020,2402,0,0,100,368,14,Transversal Huila - Cauca,Candelaria - Laberinto,1,2,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 47-49; 52-54",,0+0,100+368,1
203,1,24010,2401,0,0,75,0,08,Circuitos Ecoturisticos Huila - Cauca,Patico - Candelaria,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 0-12; 68-75",,0+0,75+0,1
204,1,650155,6501,55,600,111,510,06,Troncal Villagarzon - Saravena,Puerto Bello - San José del Fragua,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,"Faltan prs 77 al 11, devuelto IGAC. Act. seg 59-67; 84-111",,55+600,111+510,1
205,2,25CC150,25CC15,0,0,121,667,08,Transversal Rosas Condagua,Rosas - La Sierra - La Vega - San Sebastián - Santiago,1,6,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 45+500- 47;106-107",,0+0,121+667,1
206,1,25CCB0,25CCB,0,0,16,0,08,Troncal de Occidente,Variante de Popayán,1,7,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,16+0,1
207,1,23010,2301,0,0,12,0,25,Alternas a la Troncal de Occidente,Cali - Yumbo,1,2,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 8-12,,0+0,12+0,1
208,1,370261,3702,61,0,138,200,08,,Puente Río Negro - El Palo,1,5,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR inicial 53+0000 (Ramón Lobo),rev,,,61+0,129+900,1
209,,650972,6509,72,2775,72,3045,16,Troncal Villagarzon - Saravena,Paso por el Puente sobre el Río Ocoa - Villavicencio,2,,,1,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-05T00:00:00.000Z,MALLA VIAL DEL META 2015. (ENTREGADO 9-JUN-2015),,,,,72+2775,72+3045,2
228,,55010,5501,0,0,59,0,12,Troncal Central del Norte,Bogotá - Chocontá,2,,,1,,Digital Globe,2016-01-01T00:00:00.000Z,2016-09-29T00:00:00.000Z,,,,,,0+0,59+0,2
210,1,29RSC0,29RSC,0,0,13,100,21,Troncal del Eje Cafetero,Intersección El Pollo - Intersección El Mandarino (3),1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 13+340 (Ramón Lobo) preguntar acta de reversion,rec,,,0+0,13+100,1
211,1,29020,2902,0,0,5,800,21,Troncal del Eje Cafetero,Puente Mosquera - Cruce Avenida del Ferrocarril,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,5+800,1
220,1,310550,3105,50,0,88,0,25,Alternas a la Troncal de Occidente,Río Desbaratado - Palmira,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,50+0,88+0,1
221,3,500160,5001,60,0,82,0,10,Transversal Tribuga - Arauca,Río Pató (El Afirmado),1,2,,1,,Google Maps,,2015-04-15T00:00:00.000Z,,,,,,60+0,82+0,1
222,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
223,,50CNG0,50CNG,0,0,6,500,12,Transversal Las Animas - Bogotá,Variante de Madrid,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,6+500,2
224,,5008A36,5008A,36,780,58,920,12,Transversal Las Animas - Bogotá,Los Alpes - Madrid,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR inicial 33+0780 (Ramón Lobo),rev,,,36+780,58+920,2
229,,50080,5008,0,0,5,850,12,Transversal Medellin - Bogotá,Río Seco - Villeta,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,5+850,2
225,,20HL010,20HL01,0,0,9,500,14,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Sombrerillos - San Agustín - Parque Arqueológico,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,0+0,9+500,2
226,1,4503131,4503,131,680,134,630,14,Troncal del Magdalena,Paso Nacional por Pitalito,1,1,,2,,Google Maps (DC Criterio Técnico),2016-06-15T00:00:00.000Z,2016-06-27T00:00:00.000Z,,PR Final 135+0000 en Ramón Lobo,3d_mal_oeste,,,131+680,134+630,1
227,1,450470,4504,70,165,71,697,14,Troncal del Magdalena,Paso Nacional por Garzón,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 70-71,,70+165,71+697,1
230,,40QN040,40QN04,0,0,2,300,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - El Caimo,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,2+300,2
232,,25CCA0,25CCA,0,0,6,500,08,Troncal de Occidente,Paso por Santander de Quilichao,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,6+500,2
233,,25040,2504,0,0,106,1515,08,Troncal de Occidente,Popayán - Jamundí,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final es 106+1500 en cartografia,,,,0+0,106+1515,2
234,,5008A63,5008A,63,950,72,80,12,Transversal Las Animas - Bogotá,Madrid - Bogotá (Rio Bogotá),2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,63+950,72+80,2
235,,400562,4005,62,980,122,0,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),2,,,2,,"Google Maps, WFS ANI.",2016-01-01T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_central,,,62+980,122+0,2
231,,40TLC0,40TLC,0,0,24,850,24,,Variante de Ibague,2,,,2,,Google Maps,,2016-03-04T00:00:00.000Z,,,3d_mal_central,,,0+0,24+850,2
240,,25B010,25B01,0,0,1,250,01,Alternas a la Troncal de Occidente,La Pintada - Peñalisa,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,1+250,2
236,,25NRC0,25NRC,0,0,6,230,17,Troncal de Occidente,Variante de Ipiales,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 6+0950 (Ramón Lobo),rev,,,0+0,6+230,2
237,,29025,2902,5,800,20,500,21,Troncal del Eje Cafetero,La Romelia - Río Campo Alegre,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,5+800,20+500,2
238,,251525,2515,25,0,108,250,03,Troncal de Occidente,Puerta de Hierro - Carreto,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 108+0695 (Ramón Lobo),rev,,,25+0,108+250,2
239,,25160,2516,0,0,54,0,02,Troncal de Occidente,Calamar - Palmar de Varela,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PTA. HIERRO - PALMAR DE VARELA (ENTREGADA 19-AGT-2015),,,,,0+0,54+0,2
242,,4002A76,4002A,76,200,86,0,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Española - Calarcá,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,76+200,86+0,2
243,,25B020,25B02,0,0,73,10,01,Alternas a la Troncal de Occidente,Bolombolo - Santafé de Antioquia,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,MAR 1 (ENTREGADA 15-OCT-2015),PR final 73+0000 (Ramon Lobo),rev,,,0+0,73+10,2
245,,25SC010,25SC01,0,0,18,335,23,Acceso a Sincelejo,Sincelejo - Toluviejo,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,18+335,2
353,2,62BY0513,62BY05,13,0,14,1300,04,Accesos a Yopal,Paso Nacional por Sogamoso,1,5,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR inicial 15+0400 (Ramón Lobo),rev,Act. seg 13-14+1300,,13+0,14+1300,1
244,,25BL020,25BL02,0,0,25,93,03,Acceso a Cartagena,Carreto - Cruz del Viso,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PTA. HIERRO - PALMAR DE VARELA (ENTREGADA 19-AGT-2015),,,,,0+0,25+93,2
246,1,43130,4313,0,0,21,0,15,Transversal Depresion Momposina,El Banco  - San José,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,21+0,1
356,1,500523,5005,23,880,33,880,05,Transversal Las Animas - Bogotá,Estación Uribe - Puente La Libertad 3d,1,1,,2,,Google Maps (DC Criterio Técnico),2016-06-15T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_central,"Act. seg 29-33+880, pendi 27-29",,23+880,33+880,1
357,1,62080,6208,0,0,69,324,22,Transversal del Carare,Landázuri - Barbosa,1,4,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,69+324,1
247,2,43CS020,43CS02,0,0,31,860,09,Transversal Depresion Momposina,Ye de Arjona - Cuatrovientos,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,(final Carto 31+694) PR final  31+860 Ramon Lobo,,,,0+0,31+860,1
248,,25150,2515,0,0,25,0,23,Troncal de Occidente,Sincelejo - Puerta de Hierro,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,25+0,2
358,1,55072,5507,2,900,53,758,18,Troncal Central del Norte,Nueva Terminal de Cúcuta - Puente Internacional Pedro de Hevia,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 6-8,,2+900,53+758,1
359,1,640255,6402,55,100,82,430,22,,Cruce a Guane - San Gil,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,55+100,82+430,1
249,,2515108,2515,108,250,138,695,02,Troncal de Occidente,Carreto - Calamar,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PTA. HIERRO - PALMAR DE VARELA (ENTREGADA 19-AGT-2015),PR inicial 108+0695 (Ramón Lobo),rev,,,108+250,138+695,2
250,1,251363,2513,63,500,66,894,11,Troncal de Occidente,Paso Nacional por Planeta Rica,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,63+500,66+894,1
251,,90BLC0,90BLC,0,0,9,130,03,Alternas a la Transversal del Caribe,Variante de Cartagena y accesos,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 9+0000 en Ramón Lobo,,,,0+0,9+130,2
269,1,130743,1307,43,0,55,0,10,Transversal Tribuga - Arauca,Las Animas - Certeguí,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,Se dividio Sector según Criterio Tecnico AMV 2 (55+0000),div,,,43+0,55+0,1
252,2,90SC020,90SC02,0,0,16,0,23,,Coveñas - Sabaneta,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,16+0,1
253,2,60070,6007,0,0,32,0,04,Transversal Puerto Boyaca - Monterrey,Otanche - Río Minero,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,32+0,1
254,1,600837,6008,37,0,73,0,04,Transversal Puerto Boyaca - Monterrey,Sáchica - Tunja,1,3,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,37+0,73+0,1
255,1,50060,5006,0,0,82,1000,05,Transversal Las Animas - Bogotá,Puente La Libertad - Fresno,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,83+0,1
256,,65120,6512,0,0,103,287,07,Troncal Villagarzon - Saravena,Aguazul - Yopal,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,VILLAVICENCIO - YOPAL (ENTREGADA 8-SEPT-2015),,,,,0+0,103+287,2
257,1,66040,6604,0,0,150,0,18,Transversal Tribuga - Arauca,La Lejía - Saravena,1,4,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,150+0,1
258,1,40150,4015,0,0,95,760,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Juriepe - Puerto Carreño,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 0-95+0760,,0+0,95+760,1
259,1,60020,6002,0,0,114,984,10,Transversal Tribuga - Arauca,Quibdó - La Mansa,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 0 al 32; 93 al 114 ",,0+0,114+984,1
260,,550571,5505,71,0,140,0,18,Troncal Central del Norte,Pamplona - Cúcuta,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,71+0,140+0,2
261,1,60060,6006,0,0,95,80,04,Transversal Puerto Boyaca - Monterrey,Cruce Ruta 45 (Dos y Medio) - Otanche,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act seg 37 al 47,,0+0,95+80,1
262,1,65140,6514,0,0,73,133,07,Troncal Villagarzon - Saravena,Paz de Ariporo - La Cabuya,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR final 73+0380 según Ramón Lobo,,"Act. seg  39+0040; 50-51; 72-73+380;",,0+0,73+133,1
263,1,70090,7009,0,0,57,600,18,Acceso a Cucuta y Venezuela,Sardinata - El Zulia,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,57+600,1
360,,25SCA0,25SCA,0,0,11,510,09,,Variante Oriental de Sincelejo,2,,,1,,Google Maps,,2015-12-09T00:00:00.000Z,,,3d_mal_central,,,0+0,11+510,2
264,,900449,9004,49,453,65,937,23,Transversal del Caribe,Coveñas  - San Onofre,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,49+453,65+937,2
265,,2504A0,2504A,0,0,21,0,08,Troncal de Occidente,Límites Cauca - Candelaria - Palmira,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,21+0,2
270,1,451835,4518,35,725,46,764,15,Troncal del Magdalena,Paso Nacional por Aracataca,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,35+725,46+764,1
266,,2504A21,2504A,21,0,48,700,25,Troncal de Occidente,Cruce Villarrica - Puerto Tejada - Límites Cauca,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,21+0,48+700,2
267,1,200267,2002,67,370,125,700,14,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Río Mazamorras - Sombrerillos,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,67+370,125+700,1
279,2,55NS0825,55NS08,25,0,33,0,18,Conexiones Troncal Central - Troncal Central del Norte,San Cayetano - Cornejo,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,25+0,33+0,1
280,1,560149,5601,49,0,103,0,01,Circuito Medellin - Valle de Rionegro,La Unión - Sonsón,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,49+0,103+0,1
281,1,130755,1307,55,0,100,0,10,Transversal Tribuga - Arauca,Certeguí - Quibdó,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,Se dividio Sector según Criterio Tecnico AMV 1 (55+0000),div,,,55+0,100+0,1
268,1,40010,4001,0,0,15,0,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Buenaventura - Intersección Citronela,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,15+0,1
361,,45CSA0,45CSA,0,0,4,905,09,,Variante Aguachica,2,,,1,,Google Maps,,2015-12-09T00:00:00.000Z,,,3d_mal_central,,,0+0,4+905,2
362,1,25080,2508,0,0,60,1000,05,Troncal de Occidente,Cauyá - La Felisa,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 12-15; 49-50; 55-56 ",,0+0,60+1000,1
363,1,451033,4510,33,353,34,0,24,Troncal del Magdalena,Puente Puerto Salgar,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 33- 34,,33+353,34+0,1
364,2,45CS090,45CS09,0,0,64,11,09,Transversal Depresion Momposina,Cuatro Vientos - Codazzi,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,64+11,1
271,,50CL020,50CL02,0,0,16,117,05,Troncal del Eje Cafetero,Tres Puertas - La Estrella,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,16+117,2
272,3,50CN0119,50CN01,19,0,35,490,12,,Caparrapí - La Aguada,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,19+0,35+490,1
273,,45AST080,45AST08,0,0,10,100,22,Troncal Central,Floridablanca - Palenque,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,10+100,2
365,,45MG020,45MG02,0,0,2,60,15,Troncal del Magdalena,Variante de Ye de Ciénaga,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,2+60,2
274,3,55BY110,55BY11,0,0,6,953,04,Transversal San Gil - Mogotes - La Rosita,Santa Rosita - Límites Departamento de Boyacá,1,5,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,6+953,1
275,3,55BY116,55BY11,6,953,32,0,22,Transversal San Gil - Mogotes - La Rosita,Limites Departamento de Boyacá - Onzaga,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,6+953,32+0,1
276,1,900423,9004,23,300,30,0,11,Transversal del Caribe,Paso Nacional por Coveñas,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,23+300,30+0,1
282,,210310,2103,10,764,48,222,11,Alternas a la Transversal del Caribe,Cereté - Lorica,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,10+764,48+222,2
277,1,600381,6003,81,900,95,31,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PACÍFICO 1,No la han recibido concesionario ni ANI,,,,81+900,95+31,1
278,1,25120,2512,0,0,63,966,01,Troncal de Occidente,Tarazá - Caucasia,1,3,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 62-63,,0+0,63+966,1
445,3,5008B_10,5008B_1,0,0,2,0,12,,Salida Túnel de la Abuela - Cruce Quebrada Negra,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. Seg 1 - 3,,0+0,2+0,1
283,,23100,2310,0,0,49,0,11,Acceso a Monteria,Planeta Rica - Montería,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,49+0,2
284,1,250737,2507,37,180,55,541,21,Troncal de Occidente,Remolinos - Cauyá,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,37+180,55+541,1
285,,250860,2508,60,1000,108,1450,05,Troncal de Occidente,La Felisa - La Pintada,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,60+1000,108+1450,2
286,,25090,2509,0,0,54,0,01,Troncal de Occidente,La Pintada - Primavera,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,54+0,2
287,1,251052,2510,52,474,87,1295,01,Troncal de Occidente,Hoyo Rico - Los Llanos,1,3,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,52+474,87+1295,1
288,1,25110,2511,0,0,124,705,01,Troncal de Occidente,Los Llanos - Tarazá,1,3,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 124+0702 (Ramon Lobo),rev,,,0+0,124+705,1
293,1,780628,7806,28,0,45,0,09,Transversal Depresion Momposina,Tamalameque - El Burro,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,28+0,45+0,1
446,1,70NSB0,70NSB,0,0,1,0,18,,Paso Nacional por Zulia,1,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,1+0,1
289,,25133,2513,3,350,63,500,11,Troncal de Occidente,Caucasia - Planeta Rica,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,3+350,63+500,2
290,,251452,2514,52,0,114,0,11,Troncal de Occidente,La Ye - Sincelejo,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,52+0,114+0,2
291,1,25140,2514,0,0,52,0,11,Troncal de Occidente,Planeta Rica - La Ye,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,52+0,1
292,,700957,7009,57,600,66,0,18,Acceso a Cucuta y Venezuela,El Zulia - Cúcuta,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,57+600,66+0,2
447,1,6206114,6206,114,49,114,200,22,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45 (Intersección),1,4,,2,,Google Maps,2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,borra,,114+49,114+200,1
